listing_id,host_id,host_name,borough,neighbourhood,latitude,longitude,accomodation_type,price_per_night,minimum_nights,number_of_positive_reviews,positive_reviews_per_month
24968926,22010249,Jose,Brooklyn,Bushwick,40.68973,-73.91172,Private room,75,3,36,3.4
24969653,188741104,Susan,Manhattan,Harlem,40.80954,-73.94257,Entire home/apt,85,31,49,3.51
24969822,137575565,Jamesdean,Queens,Long Island City,40.7563,-73.93402,Private room,75,3,2,0.16
24970116,188773665,Yan,Queens,Rego Park,40.72038,-73.86311,Private room,99,1,55,3.92
24970249,12931469,Margarita,Staten Island,Great Kills,40.54901,-74.142,Private room,120,2,4,0.29
24970373,58391499,Sia,Manhattan,Civic Center,40.71175,-74.00763,Entire home/apt,200,2,4,0.45
24970711,188783370,Faraz,Queens,Flushing,40.73968,-73.80601,Private room,80,1,9,0.65
24970982,4303181,Veronique,Brooklyn,Carroll Gardens,40.68352,-73.9999,Entire home/apt,150,2,37,2.93
24973698,2424887,Briyah,Queens,Ditmars Steinway,40.76729,-73.89166,Private room,55,1,36,3.11
24978091,14759219,Alexandra,Manhattan,Murray Hill,40.74793,-73.97958,Entire home/apt,120,5,2,0.15
24978251,3673226,Linda,Manhattan,East Harlem,40.78723,-73.94949,Private room,90,3,5,0.37
24983084,5719667,Alexander,Manhattan,West Village,40.73722,-74.00263,Entire home/apt,1500,3,15,1.21
24983373,69700229,Shatese,Queens,Jamaica,40.68067,-73.77949,Private room,40,1,70,5.07
24985440,463061,Lise,Queens,Woodhaven,40.69642,-73.8502,Private room,42,3,5,0.36
24987685,94713722,Joy,Queens,St. Albans,40.69012,-73.75349,Private room,55,2,8,0.76
24987915,10972311,Thomas,Manhattan,East Harlem,40.79438,-73.94463,Entire home/apt,180,10,13,0.92
24988189,26796335,Guillermo,Manhattan,Upper West Side,40.79891,-73.96446,Entire home/apt,225,2,29,2.21
24990534,3530446,Maurice,Brooklyn,Crown Heights,40.67604,-73.95071,Entire home/apt,150,3,27,2.09
24991133,91554527,Aboubakar,Bronx,Highbridge,40.83413,-73.92918,Private room,50,3,23,1.64
24992418,9711035,Madison,Manhattan,Chelsea,40.7464,-73.99701,Entire home/apt,170,28,4,0.32
24992558,12633660,Benjamin,Brooklyn,Carroll Gardens,40.67899,-74.00089,Entire home/apt,50,3,5,0.63
24992835,157402346,Victor,Manhattan,Hell's Kitchen,40.76201,-73.99099,Entire home/apt,350,2,60,4.28
24993467,143739618,Nicholas,Brooklyn,Williamsburg,40.71649,-73.95475,Entire home/apt,415,3,1,0.07
24993686,188947623,Priscilla,Brooklyn,Crown Heights,40.66998,-73.94702,Entire home/apt,112,2,50,3.93
24993713,27793336,Helen Maria,Manhattan,East Harlem,40.78877,-73.94647,Private room,170,2,5,0.5
24995099,177860344,Maria,Brooklyn,Brighton Beach,40.57569,-73.95892,Private room,80,3,1,0.11
24995291,188964841,Leslie,Manhattan,East Harlem,40.80083,-73.93778,Entire home/apt,300,1,5,0.57
24995898,188969229,Auri,Brooklyn,Bushwick,40.68845,-73.91878,Private room,60,1,50,3.61
24996332,129743937,Win,Queens,East Elmhurst,40.75809,-73.8693,Private room,54,1,135,9.74
25002172,188218993,Suleyma,Bronx,Kingsbridge,40.8801,-73.89709,Private room,46,1,68,4.89
25004276,189022543,Anne,Bronx,Parkchester,40.83688,-73.85584,Private room,80,2,6,0.44
25005483,139756559,Maria,Staten Island,Great Kills,40.54639,-74.13706,Entire home/apt,180,30,9,0.79
25005877,108160091,Dasha,Brooklyn,Williamsburg,40.70996,-73.96129,Entire home/apt,168,10,3,0.22
25007742,189047392,Dylan,Brooklyn,Clinton Hill,40.69047,-73.9605,Private room,97,1,23,1.68
25010171,159027993,Michelle,Queens,Flushing,40.76106,-73.81279,Private room,48,4,11,0.79
25011664,189075482,Chloe,Brooklyn,Cypress Hills,40.67901,-73.89224,Entire home/apt,95,1,22,1.61
25011733,17842138,Anna,Manhattan,Chinatown,40.71529,-73.99088,Entire home/apt,170,1,11,0.78
25011804,54228386,Stefani,Manhattan,East Harlem,40.79844,-73.94747,Private room,125,1,81,6.64
25012058,11307033,Devon,Manhattan,East Village,40.72561,-73.97622,Private room,175,1,41,3.14
25012767,161659518,A,Manhattan,Kips Bay,40.74153,-73.9797,Private room,80,30,3,0.23
25012966,9177778,Kana,Manhattan,Lower East Side,40.71339,-73.98684,Entire home/apt,139,3,47,3.45
25013656,4552628,Umber,Manhattan,Chinatown,40.71329,-73.99602,Entire home/apt,162,2,4,0.28
25014162,18718315,Gigi,Brooklyn,Bedford-Stuyvesant,40.69197,-73.92795,Private room,75,4,25,2.26
25015496,189108951,Doris,Queens,South Ozone Park,40.66954,-73.80601,Entire home/apt,93,2,48,3.47
25015511,159009468,Jay,Manhattan,Harlem,40.81444,-73.94385,Private room,99,7,10,1.29
25017403,10407935,Meng,Manhattan,Nolita,40.72238,-73.99466,Entire home/apt,89,1,15,1.12
25017424,189075482,Chloe,Brooklyn,Cypress Hills,40.67988,-73.89201,Private room,85,1,17,1.64
25018204,172611460,Rasmus,Manhattan,Harlem,40.82263,-73.95181,Entire home/apt,2500,3,14,1.38
25024676,152195388,Rachel,Manhattan,Upper West Side,40.78371,-73.97358,Private room,105,20,5,0.39
25025092,127560,Anita,Brooklyn,Bedford-Stuyvesant,40.68429,-73.92952,Entire home/apt,100,4,33,2.55
25025533,6319849,Charles,Manhattan,Hell's Kitchen,40.75678,-73.99357,Entire home/apt,198,9,2,0.28
25026993,64426364,Micaela,Brooklyn,Bedford-Stuyvesant,40.68593,-73.95702,Private room,48,7,6,0.45
25028952,178038608,Tal,Brooklyn,Clinton Hill,40.69365,-73.96511,Entire home/apt,110,7,2,0.14
25029794,17145227,Ola,Manhattan,East Village,40.72458,-73.98822,Entire home/apt,206,5,3,0.22
25030090,2533755,Alex & Dave,Brooklyn,Bushwick,40.70388,-73.92529,Private room,90,1,74,5.58
25030446,6529128,Kendra,Manhattan,Tribeca,40.71854,-74.00352,Entire home/apt,220,3,15,1.21
25030760,8076786,Suri,Brooklyn,Sunset Park,40.65907,-73.99887,Private room,150,1,1,0.27
25031182,2830216,Drew,Manhattan,Lower East Side,40.71937,-73.99202,Private room,65,7,9,0.71
25031344,28660089,John,Manhattan,East Village,40.72547,-73.98401,Entire home/apt,170,2,7,0.52
25031387,72517332,Monique & Bianca,Bronx,Kingsbridge,40.88485,-73.89756,Entire home/apt,399,2,25,1.79
25031793,1273920,Tashi,Manhattan,East Village,40.72606,-73.97913,Entire home/apt,175,3,2,0.15
25032319,30736639,Kellie & Joachim,Brooklyn,Bushwick,40.68778,-73.90748,Entire home/apt,99,3,34,2.58
25032957,1030249,Garth,Brooklyn,Brooklyn Heights,40.69924,-73.99303,Entire home/apt,185,7,10,0.87
25033384,99556266,Mariano,Manhattan,East Harlem,40.79725,-73.93311,Entire home/apt,150,2,33,2.63
25033659,64542737,Ana,Brooklyn,East New York,40.6724,-73.87641,Entire home/apt,175,3,10,0.74
25033991,189249070,Ness,Brooklyn,Bedford-Stuyvesant,40.68061,-73.93642,Entire home/apt,189,30,24,1.82
25034086,156505456,John,Brooklyn,East New York,40.66154,-73.88874,Private room,51,3,13,0.97
25034108,179014177,Masako,Manhattan,Murray Hill,40.74523,-73.97334,Entire home/apt,398,5,3,0.25
25034878,169960804,Sanah,Manhattan,Upper East Side,40.77277,-73.94965,Entire home/apt,175,1,7,0.51
25036166,187103481,Carol,Brooklyn,Park Slope,40.68241,-73.97719,Entire home/apt,160,2,39,3.02
25042316,112142263,Nicole,Brooklyn,Canarsie,40.63816,-73.91443,Entire home/apt,65,1,119,9.13
25045213,3346513,Sorel,Brooklyn,Downtown Brooklyn,40.68984,-73.98416,Private room,130,2,38,2.73
25047309,2790890,Phil,Brooklyn,Bedford-Stuyvesant,40.69401,-73.94785,Entire home/apt,96,2,39,2.88
25047693,189356812,Odit (Andy),Queens,Richmond Hill,40.68834,-73.82624,Entire home/apt,89,3,29,2.52
25048250,95038818,Miho,Brooklyn,Prospect Heights,40.67757,-73.97017,Private room,70,1,42,3.01
25048895,8901437,Jerome,Brooklyn,Bedford-Stuyvesant,40.68441,-73.9401,Entire home/apt,99,4,3,0.23
25049092,46817579,Mihyun,Manhattan,Harlem,40.82996,-73.9449,Private room,69,7,6,0.53
25049405,189369825,Mary,Manhattan,Tribeca,40.71612,-74.01054,Entire home/apt,500,2,1,0.09
25051166,25237492,Juliana,Manhattan,Washington Heights,40.84115,-73.94095,Private room,50,30,2,0.17
25053445,106436589,Wendy,Brooklyn,Brooklyn Heights,40.69915,-73.9962,Private room,120,1,18,1.42
25054120,8440,Michelle,Brooklyn,Flatbush,40.6397,-73.96554,Entire home/apt,197,4,10,0.78
25055293,189421403,Stefan,Queens,Ridgewood,40.70498,-73.90023,Entire home/apt,105,2,47,3.47
25055376,133658348,Tiffany,Manhattan,Harlem,40.8067,-73.94481,Entire home/apt,170,2,8,0.59
25055498,173362161,Elizabeth,Brooklyn,Flatbush,40.6429,-73.96877,Private room,68,2,38,2.73
25057086,19430913,Isabell,Manhattan,West Village,40.73058,-74.0021,Entire home/apt,200,3,6,0.45
25058563,13583715,Mona,Manhattan,Upper East Side,40.77788,-73.96114,Entire home/apt,165,30,4,0.29
25058903,143420714,Kit,Manhattan,Upper East Side,40.77017,-73.95365,Entire home/apt,200,5,10,0.82
25061086,5942292,@ Art House Monique,Brooklyn,Bedford-Stuyvesant,40.68244,-73.93908,Entire home/apt,265,2,3,0.29
25069823,69866875,Georgina,Manhattan,Harlem,40.83298,-73.948,Private room,100,7,1,0.07
25070554,24069,YuJin,Manhattan,Tribeca,40.71809,-74.01205,Entire home/apt,140,1,9,0.64
25071113,104921994,Sunhwa,Manhattan,East Village,40.72718,-73.9843,Entire home/apt,128,30,7,0.5
25071168,150440720,Bruce,Brooklyn,Park Slope,40.67218,-73.97774,Entire home/apt,125,1,40,2.97
25072401,116839989,Ez,Manhattan,East Village,40.73075,-73.98114,Entire home/apt,150,30,59,4.41
25073155,16237288,Etty,Manhattan,Harlem,40.80973,-73.9457,Private room,80,1,23,1.75
25074008,80465615,Kenya,Brooklyn,Crown Heights,40.67208,-73.94071,Private room,52,1,2,0.16
25074072,49950511,Daveth,Brooklyn,East Flatbush,40.64351,-73.95167,Entire home/apt,350,4,32,2.63
25075209,31906423,Mike,Brooklyn,Williamsburg,40.71869,-73.95487,Entire home/apt,129,2,5,0.36
25075529,164668733,Amalia,Manhattan,East Village,40.72228,-73.98584,Entire home/apt,125,5,3,0.24
25076765,168180986,Evan,Brooklyn,Williamsburg,40.7191,-73.94408,Private room,100,3,8,0.61
25077177,4482351,Zoey,Manhattan,Hell's Kitchen,40.75996,-73.99223,Entire home/apt,140,5,15,1.11
25077481,2846279,Nick & Vance,Brooklyn,Bedford-Stuyvesant,40.68791,-73.92256,Private room,45,2,61,4.38
25078650,21938126,Reenie,Brooklyn,Bedford-Stuyvesant,40.6882,-73.94444,Private room,70,2,11,0.8
25080097,128793815,Atthaphon,Brooklyn,Williamsburg,40.72015,-73.96117,Private room,75,5,2,0.15
25080137,15820708,Arlene,Brooklyn,Williamsburg,40.70987,-73.94222,Private room,110,3,15,1.13
25082230,189604966,Elvis,Bronx,Schuylerville,40.83022,-73.83286,Private room,90,2,1,0.11
25082325,1262195,Brittany,Manhattan,Lower East Side,40.71325,-73.98511,Private room,100,1,32,2.51
25083937,46590745,Kirill,Manhattan,Gramercy,40.73646,-73.98853,Entire home/apt,176,3,58,4.17
25084002,24916607,Maggy S,Manhattan,Harlem,40.8163,-73.95262,Shared room,90,1,37,2.75
25085133,704043,Claudia,Manhattan,Financial District,40.70907,-74.01371,Private room,89,3,5,0.38
25085427,48146336,Irina,Manhattan,Hell's Kitchen,40.76243,-73.99316,Entire home/apt,120,30,4,0.35
25085816,77716287,Marwa,Manhattan,East Harlem,40.80173,-73.94035,Private room,65,2,11,0.83
25085980,86351586,L,Manhattan,Harlem,40.81936,-73.95788,Shared room,95,1,2,0.15
25086038,188613698,Joey,Manhattan,Upper East Side,40.78074,-73.94811,Entire home/apt,180,3,10,0.86
25090268,81274648,Ming,Brooklyn,Bushwick,40.69787,-73.93091,Private room,60,2,36,2.61
25098068,134601877,Steven,Manhattan,East Harlem,40.80068,-73.94598,Entire home/apt,191,3,36,3.17
25098701,20797353,Alexandria,Manhattan,Financial District,40.70791,-74.00529,Entire home/apt,130,3,2,0.17
25100219,65178149,Jonathan,Brooklyn,Williamsburg,40.71603,-73.96417,Entire home/apt,650,2,6,0.44
25101138,189734742,James,Manhattan,Midtown,40.75184,-73.97302,Private room,175,2,3,0.31
25101192,43095955,Shirley,Manhattan,Harlem,40.82675,-73.9463,Private room,100,2,42,3.51
25101744,26555925,Luis,Brooklyn,Bedford-Stuyvesant,40.68057,-73.95249,Entire home/apt,113,3,6,0.46
25103135,182440062,Juan,Manhattan,Harlem,40.82493,-73.93825,Private room,43,1,6,0.57
25104697,148833266,Luciana,Manhattan,Upper West Side,40.7997,-73.97073,Private room,95,1,6,0.58
25107333,186141107,Lindsey,Manhattan,Hell's Kitchen,40.76097,-73.99959,Entire home/apt,200,4,38,2.79
25108878,32361189,Raymond And Kymme,Brooklyn,Bushwick,40.68242,-73.90941,Entire home/apt,130,2,53,3.99
25109931,61545139,Lyudmila,Brooklyn,Brighton Beach,40.58033,-73.9657,Private room,100,1,3,0.22
25110602,3938536,Jessica,Brooklyn,Greenpoint,40.72717,-73.95688,Private room,100,4,1,0.08
25110742,32761501,Jackson,Manhattan,Midtown,40.75581,-73.96605,Entire home/apt,190,1,7,0.51
25112819,12104046,Paula,Manhattan,Harlem,40.82927,-73.94272,Entire home/apt,150,2,50,3.69
25113126,6801469,Kelly,Queens,College Point,40.78824,-73.84056,Entire home/apt,65,3,28,2.13
25124293,1546476,Janet,Brooklyn,Park Slope,40.67808,-73.98074,Entire home/apt,120,3,9,0.67
25125914,16437254,Benjamin,Brooklyn,Clinton Hill,40.68432,-73.96026,Entire home/apt,186,30,2,0.16
25126089,13964451,Monica,Brooklyn,Bedford-Stuyvesant,40.68316,-73.91637,Entire home/apt,120,2,34,2.49
25126466,189610052,Kheira,Queens,Glendale,40.70537,-73.88899,Private room,50,2,19,1.38
25127198,104812805,Amarjit S,Staten Island,Arrochar,40.59644,-74.08279,Private room,32,4,10,0.73
25127253,38844508,Taylor,Manhattan,Hell's Kitchen,40.75888,-73.99102,Entire home/apt,239,2,17,1.25
25127539,40830538,Aaron,Brooklyn,Prospect-Lefferts Gardens,40.65889,-73.95627,Private room,45,31,3,0.27
25127644,44887757,Ina,Manhattan,Lower East Side,40.71865,-73.98982,Entire home/apt,159,4,12,0.89
25129958,1203954,Emily,Manhattan,Harlem,40.80371,-73.94991,Entire home/apt,130,30,3,0.22
25130960,141597248,Osvaldo,Brooklyn,Williamsburg,40.70847,-73.94426,Entire home/apt,107,7,1,0.08
25132414,81087558,Eric,Brooklyn,Bedford-Stuyvesant,40.68423,-73.94125,Entire home/apt,75,3,3,0.22
25132598,18691064,Brendan,Manhattan,Upper West Side,40.80343,-73.96796,Private room,120,4,2,0.15
25132635,2300343,Dafna,Brooklyn,Bedford-Stuyvesant,40.68686,-73.95426,Entire home/apt,80,2,8,0.73
25134311,189962349,Camille,Manhattan,East Harlem,40.78589,-73.9487,Entire home/apt,250,2,43,3.11
25134727,175513439,Benjamin,Brooklyn,Bedford-Stuyvesant,40.6882,-73.95381,Entire home/apt,217,30,1,0.09
25134894,189961241,Danny,Manhattan,Little Italy,40.71839,-73.99834,Entire home/apt,699,3,37,2.92
25135607,31612339,Julia,Brooklyn,Greenpoint,40.73675,-73.95443,Entire home/apt,150,5,6,0.49
25135765,23454048,Ian,Manhattan,Harlem,40.81185,-73.93902,Entire home/apt,225,1,7,0.52
25135772,189971299,Karen,Manhattan,Upper West Side,40.8004,-73.96867,Entire home/apt,225,3,23,1.8
25137152,189982777,Cloe,Manhattan,East Village,40.72266,-73.98148,Entire home/apt,140,4,49,3.58
25137366,19614644,Gerusa,Queens,Ditmars Steinway,40.77598,-73.92252,Private room,49,2,25,1.83
25137887,187383058,John,Queens,Arverne,40.58809,-73.79387,Entire home/apt,450,2,32,2.35
25138149,3129460,Feliz,Manhattan,East Harlem,40.79523,-73.94231,Entire home/apt,200,3,24,1.94
25138442,189981848,Irina,Manhattan,East Harlem,40.79714,-73.93685,Entire home/apt,112,1,66,4.78
25138975,81754218,Yaffa,Queens,Rockaway Beach,40.58794,-73.81579,Entire home/apt,89,30,34,2.64
25140000,4281300,Alex,Brooklyn,Williamsburg,40.71572,-73.94161,Private room,209,1,21,3.07
25140344,5758101,Laure-Anne,Brooklyn,Williamsburg,40.70376,-73.93519,Entire home/apt,300,2,13,1.01
25140559,45416627,Lolita,Queens,Astoria,40.76798,-73.92323,Private room,49,1,41,2.96
25140787,45416627,Lolita,Queens,Astoria,40.77002,-73.92332,Private room,50,1,27,2.02
25142331,190028461,Jeff & Elita,Manhattan,Upper West Side,40.78209,-73.97598,Entire home/apt,294,4,34,2.48
25153614,188391102,Alliot,Brooklyn,Crown Heights,40.67431,-73.94065,Entire home/apt,150,5,2,0.15
25153931,31665801,Harry,Manhattan,East Village,40.73179,-73.98794,Entire home/apt,89,4,16,1.36
25155248,35108251,Belinda,Brooklyn,East New York,40.67018,-73.88867,Entire home/apt,79,3,37,2.73
25155302,46200692,Kathryn,Brooklyn,East Flatbush,40.65467,-73.94967,Entire home/apt,50,2,8,0.61
25155346,4818484,Michael,Manhattan,Upper East Side,40.76996,-73.9539,Private room,70,2,24,2.32
25156280,5637331,Amit & Sofie,Queens,Astoria,40.76182,-73.90622,Entire home/apt,118,3,1,0.09
25156498,54469570,Trina,Manhattan,Chelsea,40.749,-73.99466,Private room,75,2,2,0.15
25157160,4876817,Kitti,Brooklyn,Crown Heights,40.67589,-73.95525,Private room,41,20,1,0.08
25157541,137146680,Leticia,Queens,Glendale,40.69988,-73.89504,Entire home/apt,190,3,15,1.76
25157795,4294646,Maggie,Manhattan,Midtown,40.75377,-73.96609,Entire home/apt,90,30,4,0.35
25158455,4111662,Roberta,Brooklyn,Park Slope,40.67155,-73.98373,Entire home/apt,195,10,4,0.34
25160226,158566993,Nnenna,Brooklyn,East Flatbush,40.64333,-73.92526,Entire home/apt,150,2,4,0.31
25161052,3593395,Aviva,Brooklyn,Bedford-Stuyvesant,40.68813,-73.94045,Private room,47,2,4,0.31
25161242,150773114,Liz,Queens,Middle Village,40.71893,-73.8761,Entire home/apt,86,1,110,8.27
25161732,134513664,Charissa,Manhattan,Gramercy,40.73568,-73.97998,Private room,160,2,11,0.87
25163519,40875021,Scott,Manhattan,East Harlem,40.79372,-73.93552,Entire home/apt,150,1,18,1.32
25165611,1678704,Roberto,Brooklyn,Bedford-Stuyvesant,40.69317,-73.93003,Private room,45,1,42,3.19
25167654,3667601,Olivier,Brooklyn,Bushwick,40.68942,-73.90918,Private room,78,2,51,3.74
25167819,148130354,George,Brooklyn,Bedford-Stuyvesant,40.68456,-73.92489,Entire home/apt,169,3,11,0.93
25168638,415605,Pamela,Queens,East Elmhurst,40.76161,-73.89026,Entire home/apt,169,4,19,1.4
25168678,22029264,Yangbing,Manhattan,Upper West Side,40.77419,-73.9872,Private room,86,2,1,0.08
25172224,182363374,Jimmy,Brooklyn,Greenpoint,40.72613,-73.95676,Private room,99,1,41,2.96
25180598,182363374,Jimmy,Brooklyn,Greenpoint,40.72754,-73.95674,Private room,105,1,24,1.77
25182363,151084261,Angie,Brooklyn,Williamsburg,40.71901,-73.94978,Private room,85,30,7,0.53
25184077,14654770,Mariaval,Manhattan,East Village,40.72759,-73.98047,Private room,97,3,6,0.44
25184439,12243051,Sonder,Manhattan,Financial District,40.70375,-74.00807,Entire home/apt,232,29,1,0.12
25184591,81359949,Skarly & Ming,Brooklyn,Bushwick,40.70001,-73.92595,Private room,40,2,31,2.31
25186915,5608167,Rhianna,Brooklyn,Red Hook,40.67835,-74.01394,Private room,100,1,12,0.88
25187314,65633521,Adam,Manhattan,Harlem,40.80142,-73.9575,Entire home/apt,100,2,9,0.66
25187461,96712147,Eva,Manhattan,Financial District,40.70465,-74.00762,Entire home/apt,400,2,7,0.57
25187576,23479368,Karan,Queens,South Ozone Park,40.67425,-73.82018,Private room,69,1,78,5.92
25187986,186810935,Liza,Manhattan,Upper East Side,40.77646,-73.96026,Entire home/apt,180,1,81,6.12
25188064,11501956,Karine,Brooklyn,Bedford-Stuyvesant,40.68273,-73.91651,Entire home/apt,150,3,28,2.04
25188424,3261533,Lina,Brooklyn,Bedford-Stuyvesant,40.67997,-73.95052,Entire home/apt,88,30,4,0.38
25189853,12243051,Sonder,Manhattan,Financial District,40.70803,-74.00502,Entire home/apt,169,29,2,0.27
25189933,12931469,Margarita,Staten Island,Great Kills,40.54896,-74.14246,Private room,40,2,9,0.73
25190223,187312369,Ramon,Manhattan,Hell's Kitchen,40.76596,-73.98926,Entire home/apt,390,3,72,5.31
25190757,30242632,Lindsay,Manhattan,Chelsea,40.74123,-74.00548,Entire home/apt,600,2,44,3.37
25191316,12931469,Margarita,Staten Island,Great Kills,40.54889,-74.14199,Private room,50,2,4,0.3
25192722,6735192,Henry,Brooklyn,Bedford-Stuyvesant,40.68195,-73.94827,Private room,55,3,23,1.69
25193004,6387541,Julia,Brooklyn,Flatbush,40.6509,-73.96266,Private room,95,1,9,0.73
25193752,14323652,Brandon,Queens,Elmhurst,40.73873,-73.88147,Entire home/apt,85,2,36,2.65
25194498,20212516,My,Manhattan,Greenwich Village,40.73552,-73.99719,Private room,65,14,8,0.58
25197784,48275590,Joseph,Brooklyn,Bedford-Stuyvesant,40.68327,-73.92411,Entire home/apt,100,3,4,0.29
25202604,153565366,Hugo,Brooklyn,Park Slope,40.67638,-73.98278,Entire home/apt,295,4,16,1.42
25204636,20212516,My,Manhattan,West Village,40.73675,-73.998,Private room,89,1,13,1.2
25205044,180154611,Marlyn,Brooklyn,Canarsie,40.63652,-73.89856,Private room,49,2,8,0.62
25205158,150572903,Dimitri,Staten Island,St. George,40.6408,-74.08097,Private room,75,3,4,0.3
25205932,52532097,Maegan,Queens,Long Island City,40.75533,-73.91936,Shared room,45,1,5,0.37
25206790,41762539,Maria,Brooklyn,Fort Hamilton,40.62139,-74.0319,Entire home/apt,125,1,1,0.09
25207662,123519201,Festus Atu,Manhattan,Inwood,40.86866,-73.92472,Private room,149,1,30,2.2
25208234,188830760,Stanley,Queens,Ridgewood,40.70367,-73.91063,Private room,110,1,3,0.28
25209144,79168536,James,Manhattan,Harlem,40.825,-73.95181,Private room,90,3,2,0.16
25209293,22587087,Peter,Manhattan,Nolita,40.72277,-73.99524,Entire home/apt,182,2,11,0.9
25209619,158461160,Sophia,Brooklyn,Bedford-Stuyvesant,40.6811,-73.94541,Entire home/apt,65,30,2,0.21
25210171,20882846,Jocelyn,Manhattan,Inwood,40.86734,-73.92102,Entire home/apt,95,1,31,2.28
25211991,4052765,Alex,Brooklyn,Bushwick,40.69394,-73.92972,Private room,46,3,1,0.08
25212748,1798193,Justine,Brooklyn,Prospect Heights,40.68081,-73.9729,Private room,120,1,41,3.1
25213872,5789204,Honglip,Brooklyn,Bensonhurst,40.61006,-73.99902,Private room,37,4,52,3.94
25215426,189075482,Chloe,Brooklyn,Cypress Hills,40.68074,-73.89157,Private room,85,1,1,0.6
25215547,153500245,Isabela,Brooklyn,Bedford-Stuyvesant,40.6791,-73.9096,Private room,85,1,81,6.06
25221034,190116017,Kate,Manhattan,Kips Bay,40.73631,-73.97512,Private room,110,5,2,0.15
25221993,3952200,Gala,Brooklyn,Williamsburg,40.71886,-73.94054,Entire home/apt,140,2,19,1.52
25222993,9414337,Garvey,Manhattan,Harlem,40.81759,-73.94385,Entire home/apt,150,5,1,0.08
25224320,4224480,Nate,Brooklyn,Bedford-Stuyvesant,40.69104,-73.9258,Private room,85,2,34,2.46
25225344,190589224,Damian,Manhattan,Hell's Kitchen,40.76272,-73.98898,Entire home/apt,130,1,12,0.87
25226807,8250822,Sabrina,Brooklyn,Bedford-Stuyvesant,40.69284,-73.96065,Entire home/apt,130,3,4,0.31
25227326,75452286,Sarah,Brooklyn,Williamsburg,40.71754,-73.95906,Entire home/apt,125,2,15,1.14
25227782,132669029,Edwin,Bronx,Throgs Neck,40.82617,-73.82073,Private room,74,3,23,1.77
25229392,10256614,Cyn,Manhattan,East Harlem,40.79938,-73.94698,Private room,99,2,52,3.96
25229464,185524223,Anita,Brooklyn,Kensington,40.6417,-73.97365,Private room,62,1,107,8.25
25230902,3720000,Stephanie,Manhattan,East Village,40.72765,-73.98669,Entire home/apt,200,2,20,1.47
25231000,29124230,Robert,Manhattan,West Village,40.73133,-74.00461,Entire home/apt,180,7,5,0.39
25231230,190629348,Xinhua,Manhattan,Upper West Side,40.80149,-73.96375,Private room,46,3,7,0.51
25231699,9430106,Cortney,Brooklyn,Bushwick,40.70238,-73.92886,Private room,70,7,1,0.08
25232501,7228086,John,Queens,Long Island City,40.75178,-73.93973,Entire home/apt,200,2,4,0.33
25232614,187574104,Victoria,Manhattan,West Village,40.72941,-74.00317,Private room,100,1,4,0.3
25234017,190658392,Hendrick,Brooklyn,East New York,40.67163,-73.88898,Entire home/apt,100,1,51,3.81
25234555,116291711,Maggie,Brooklyn,Crown Heights,40.66918,-73.9475,Private room,40,1,3,0.22
25234732,1497427,Andrea,Manhattan,Upper East Side,40.77416,-73.9501,Entire home/apt,120,3,12,1.03
25235760,3250450,Petya,Queens,Astoria,40.77182,-73.92867,Private room,38,30,1,0.08
25236588,62533391,Yvonne,Brooklyn,Borough Park,40.63584,-74.00578,Private room,55,1,5,0.41
25236786,62533391,Yvonne,Brooklyn,Borough Park,40.63404,-74.0072,Private room,60,1,20,1.52
25236926,102287310,Vera,Manhattan,Hell's Kitchen,40.76269,-73.98954,Entire home/apt,199,3,8,0.74
25237818,141347878,Faith,Manhattan,East Harlem,40.79747,-73.94836,Private room,50,1,31,2.26
25240993,10875083,Inigo,Brooklyn,Borough Park,40.64254,-73.99759,Private room,32,29,2,0.17
25245882,3312372,Laura J.,Queens,Jackson Heights,40.75096,-73.88423,Entire home/apt,175,3,7,0.68
25248774,7425016,Di,Manhattan,East Village,40.72967,-73.98668,Private room,74,2,2,0.15
25249692,119328219,Eric,Manhattan,Midtown,40.75439,-73.97339,Entire home/apt,175,30,6,0.91
25252356,190784850,Madz,Brooklyn,Downtown Brooklyn,40.69264,-73.98542,Entire home/apt,150,1,11,0.8
25252879,4675864,Teon,Brooklyn,Williamsburg,40.71024,-73.94933,Entire home/apt,200,3,9,0.69
25253576,190792355,Saron,Brooklyn,Bedford-Stuyvesant,40.69464,-73.94963,Private room,95,2,4,0.29
25255024,159495469,Keren J,Bronx,Pelham Gardens,40.86681,-73.84073,Entire home/apt,86,2,41,3.18
25255214,849248,"Brian,Gigi & Clementine",Brooklyn,Sunset Park,40.65986,-73.99684,Entire home/apt,260,4,2,0.18
25255942,179657707,Andres,Brooklyn,Bushwick,40.70119,-73.91368,Private room,65,2,3,1.36
25257443,190823422,Kimberley,Manhattan,East Village,40.72469,-73.97892,Entire home/apt,165,1,67,5.51
25257912,190828985,Francis,Brooklyn,Williamsburg,40.70361,-73.942,Entire home/apt,150,2,5,0.4
25259845,190841783,Cara,Manhattan,Chelsea,40.74098,-73.99744,Entire home/apt,140,29,2,0.15
25262112,61786922,Emily,Manhattan,East Village,40.73029,-73.98836,Entire home/apt,62,4,4,0.29
25262580,181074926,Billy,Manhattan,Little Italy,40.71705,-73.99818,Shared room,100,1,20,1.53
25263729,186620707,Tyni,Manhattan,Harlem,40.79935,-73.95208,Shared room,44,1,25,1.83
25263845,22825646,Dmitriy,Manhattan,Washington Heights,40.84959,-73.93911,Private room,75,2,4,0.34
